Orthogroups,HCH_1_F,HCH_2_F,HCH_3_F,HCH_4_F,HCH_5_F,HCH_6_F,HCH_1_M,HCH_2_M,HCH_3_M,HCH_4_M,HCH_5_M,HCH_6_M,HDO_1_F,HDO_2_F,HDO_3_F,HDO_4_F,HDO_5_F,HDO_6_F,HDO_1_M,HDO_2_M,HDO_3_M,HDO_4_M,HDO_5_M,HDO_6_M,HER_1_F,HER_2_F,HER_3_F,HER_1_M,HER_2_M,HER_3_M,HME_1_F,HME_2_F,HME_3_F,HME_4_F,HME_1_M,HME_2_M,HME_3_M,HME_4_M,HSA_1_F,HSA_2_F,HSA_3_F,HSA_4_F,HSA_5_F,HSA_1_M,HSA_2_M,HSA_3_M,HSA_4_M,HSA_5_M,HSA_6_M
Group_1715_clean_0,14.6,15.167,14.655,12.358,12.01,15.228,18.609,17.55,15.225,13.342,13.462,10.693,13.903,13.531,14.181,11.041,18.9,13.443,14.019,14.865,15.354,15.303,16.106,13.491,9.799,20.432,19.724,5.231,6.913,18.214,45.853,38.056,53.569,52.864,49.462,46.94,28.224,46.894,13.7,13.049,11.402,14.765,20.518,13.553,16.482,14.277,15.489,14.488,16.05
Group_704_clean_0,19.811,22.893,19.423,17.108,18.579,18.679,23.998,25.339,25.413,27.454,22.064,57.083,2654.661,2808.326,2185.754,2473.865,2434.778,2345.951,2584.965,2817.093,2741.592,2425.252,2650.062,2590.404,44.29,46.628,67.554,31.528,31.516,44.528,2633.997,2614.639,2845.497,1840.273,2629.086,2429.089,3555.944,2248.725,40.813,41.111,34.629,36.266,30.248,37.351,25.008,42.651,33.599,25.133,56.4
Group_1152_clean_0,18.007,20.085,20.32,20.754,20.88,20.772,22.442,21.153,19.329,22.302,20.434,20.475,62.159,72.496,101.957,72.798,63.815,67.226,69.354,61.887,63.275,96.5,60.808,64.205,60.929,39.598,51.975,75.22,78.497,53.172,30.771,26.861,23.553,22.088,28.759,30.273,22.986,25.769,21.537,29.382,23.196,26.246,29.012,23.924,22.772,23.568,23.971,20.915,25.976
Group_8_clean_5,34.364,42.754,43.698,44.76,48.684,37.776,36.561,37.993,30.085,52.041,46.452,42.976,108.733,87.311,75.257,100.226,90.234,87.474,109.393,94.837,92.872,80.939,97.369,95.14,189.176,176.609,208.884,339.779,200.163,211.543,79.086,90.435,80.808,84.806,73.122,76.545,83.456,92.058,54.8,46.607,41.879,45.946,43.582,56.341,38.885,44.603,46.983,38.831,44.204
Group_2575_clean_0,10.837,0.538,3.834,3.848,5.49,4.837,4.699,1.939,5.343,2.634,5.015,2.928,31.88,33.598,31.21,30.413,31.407,29.978,27.762,35.633,31.35,32.622,30.521,30.836,45.332,45.9,62.935,29.858,24.728,36.333,109.796,89.122,137.49,123.881,107.935,96.498,82.423,124.064,24.132,25.382,26.325,22.543,18.643,16.668,19.173,21.576,17.852,26.435,32.22
Group_1708_clean_0,19.562,17.356,15.88,13.519,19.336,19.776,18.045,14.328,21.563,18.521,15.15,19.785,42.674,35.587,41.201,39.911,50.952,44.508,35.227,41.119,47.307,37.295,45.054,53.03,0.786,3.68,1.27,0.0001,1.817,7.125,23.456,20.757,27.79,25.966,13.443,16.193,20.352,28.369,3.465,5.06,4.794,2.803,4.305,5.118,3.865,1.802,4.21,2.263,2.512
Group_874_clean_0,42.792,53.963,52.287,40.865,44.445,40.511,49.468,55.861,60.17,54.451,50.425,51.653,38.088,44.189,49.72,50.778,37.684,37.455,37.642,40.408,32.624,52.091,32.231,36.966,16.863,13.362,31.325,21.036,10.933,28.568,46.287,57.39,70.904,69.685,52.33,58.837,77.246,60.678,106.969,118.139,146.327,159.82,159.673,67.95,89.677,100.44,116.781,256.397,97.236
Group_271_clean_0,34.969,34.713,26.18,76.913,72.36,36.083,46.701,51.865,30.948,27.132,27.908,32.309,66.202,49.461,45.583,53.006,51.443,46.858,56.84,58.107,62.767,49.785,58.736,48.703,47.394,27.711,27.986,52.944,56.902,53.277,29.903,41.544,50.363,18.328,37.303,40.35,43.663,42.27,39.699,49.963,40.997,45.856,40.502,34.178,43.65,37.335,38.934,36.738,50.893
Group_233_clean_2,21.497,27.758,7.861,46.046,83.381,39.813,11.164,10.121,13.336,5.833,24.831,19.6,40.448,66.137,61.694,60.254,51.635,48.221,75.047,58.453,52.987,60.104,64.795,56.36,20.742,27.352,54.929,33.279,28.435,17.106,22.881,42.476,20.96,29.639,23.421,38.157,13.109,18.046,62.889,58.285,45.359,11.732,144.067,22.192,38.061,49.96,21.402,268.483,16.493
Group_299_clean_0,53.297,53.281,60.015,61.791,66.608,56.017,58.157,60.895,54.157,51.978,54.639,51.962,67.608,59.249,60.18,68.095,59.164,57.556,69.75,68.705,74.692,53.197,71.48,64.698,67.033,55.333,53.196,76.73,72.994,56.85,44.189,49.192,36.57,39.114,46.434,45.586,43.481,30.735,49.898,58.129,59.289,51.311,40.795,44.113,44,45.034,45.187,38.606,59.891
Group_180_clean_0,19.621,15.319,3.724,6.841,2.018,12.576,9.576,10.237,8.471,5.708,7.994,11.401,11.451,7.015,3.871,14.016,17.995,16.396,17.861,10.323,18.812,3.898,23.573,22.588,4.022,3.809,1.832,1.25,0.386,0.229,2.28,11.346,14.814,5.034,2.37,19.002,4.062,4.057,7.11,1.787,10.751,13.403,2.283,3.212,1.923,8.37,9.875,5.36,4.993
Group_1995_clean_0,5.816,13.426,18.501,10.871,9.981,9.209,6.861,5.85,9.873,7.921,12.604,14.452,24.687,27.974,34.163,19.925,25.303,22.323,19.881,13.28,24.348,35.134,26.114,25.741,23.151,19.056,24.619,27.747,24.749,17.708,26.301,14.162,30.22,23.245,21.689,23.035,28.751,17.264,20.478,34.067,36.755,39.65,30.563,11.899,13.262,18.192,18.925,31.688,27.065
Group_1449_clean_1,49.676,43.606,45.226,60.246,75.741,50.706,58.564,52.777,48.479,71.404,85.314,48.787,47.281,40.309,32.095,36.343,28.817,30.126,39.9,46.829,34.051,34.141,39.033,31.319,3.665,8.376,9.651,14.044,7.696,8.224,0.636,2.035,3.635,0.282,6.254,5.286,1.013,7.654,207.214,125.225,313.443,236.407,207.444,197.272,203.823,248.727,141.217,163.277,272.177
Group_545_clean_1,23.348,14.664,6.648,13.903,13.19,10.167,16.239,23.824,13.478,9.65,7.811,14.877,14.211,14.168,46.681,7.8,9.099,11.803,7.663,15.058,9.961,22.52,19.233,11.353,2.542,4.657,3.535,0.89,1.681,1.652,26.594,12.829,23.39,16.17,37.91,63.426,20.089,30.217,6.473,4.021,6.057,5.095,4.472,3.241,1.165,4.095,3.075,3.886,2.209
Group_73_clean_0,229.258,257.025,264.238,266.862,322.562,242.813,289.03,286.574,298.677,297.435,267.61,250.692,58.486,63.276,51.629,49.183,63.728,61.013,38.593,48.79,62.508,60.828,58.208,65.338,464.004,370.718,394.44,572.311,525.909,460.957,361.822,430.167,419.556,447.557,408.021,281.095,423.957,412.537,258.342,271.187,280.489,276.327,300.703,281.765,266.816,279.194,287.532,277.099,271.39
Group_44_clean_0,82.224,103.42,109.075,107.846,120.408,79.31,86.603,91.427,101.905,103.786,112.672,105.49,113.083,95.982,104.302,98.243,101.971,80.481,88.879,112.14,88.446,110.055,93.567,90.409,213.725,210.772,143.478,361.075,342.568,242.719,144.521,130.927,189.477,136.553,145.766,118.017,160.905,236.632,142.907,163.905,205.505,192.313,148.477,149.802,132.03,129.355,117.659,187.843,144.86
Group_954_clean_0,29.889,29.131,28.764,32.45,38.128,23.144,23.768,20.962,22.792,26.28,35.796,31.053,55.736,58.808,64.648,71.745,58.731,50.829,71.533,63.96,49.501,63.868,51.426,48.368,58.836,70.061,52.182,62.256,90.934,65.293,75.272,54.905,78.327,50.163,70.991,58.908,41.546,89.008,28.666,34.961,36.103,44.505,37.674,32.727,26.324,29.625,27.583,42.268,53.99
Group_798_clean_0,13.817,9.136,11.258,10.804,13.695,12.976,12.949,15.43,11.295,11.953,13.25,12.772,33.429,34.911,40.603,30.475,35.027,34.68,29.722,35.714,35.66,35.816,32.818,34.877,26.284,21.17,19.902,39.49,20.843,19.017,31.457,24.957,32.721,42.631,30.442,26.533,29.663,38.233,32.086,40.374,39.563,40.451,34.49,39.305,22.924,38.306,32.381,41.436,36.003
Group_1262_clean_0,66.081,42.61,46.852,48.445,49.421,47.692,54.168,62.41,53.121,49.595,44.147,48.186,51.334,47.824,50.2,63.792,48.237,50.355,60.592,59.824,47.518,41.183,47.761,47.067,56.029,37.902,56.377,35.209,26.597,54.299,36.077,84.221,46.024,57.587,25.841,54.986,32.732,46.063,45.607,55.023,45.429,52.152,53.071,50.479,42.921,54.896,53.205,54.493,52.789
Group_1262_clean_1,183.559,153.847,154.762,146.917,161.594,140.825,176.34,186.351,164.605,165.003,175.681,130.759,61.103,46.825,50.147,74.832,50.576,52.785,51.226,59.489,55.363,47.407,56.273,47.59,56.999,35.051,30.872,36.94,32.048,45.359,12.258,24.816,19.214,17.404,13.503,20.519,13.16,19.708,29.743,25.569,26.927,25.766,23.587,35.784,31.686,51.502,46.797,32.628,62.715
Group_1262_clean_2,21.378,18.379,7.17,29.427,16.652,11.06,10.85,21.556,11.549,5.098,8.66,12.214,15.011,11.905,9.223,41.373,12.767,9.947,33.385,13.879,12.26,9.13,8.463,13.698,1.123,6.581,2.521,1.38,0.439,9.8,1.574,6.745,0.98,11.467,1.314,8.763,4.539,4.037,2.792,2.338,1.785,3.664,3.058,1.48,9.103,3.865,3.054,0.929,4.449
Group_743_clean_1,7.953,11.478,9.099,8.904,9.143,9.879,8.302,9.708,10.259,11.191,12.035,12.842,22.953,23.212,23.703,15.263,21.981,26.857,16.099,24.659,20.067,20.576,21.325,25.396,22.14,26.046,18.277,19.935,23.183,18.291,25.767,18.342,24.176,27.316,20.225,25.451,26.066,27.88,20.676,30.13,26.716,27.177,27.955,26.265,21.02,21.766,22.114,32.115,17.714
Group_1798_clean_1,18.933,20.201,14.242,20.984,20.588,14.204,19.476,14.646,24.631,17.777,16.017,17.477,18.746,17.656,15.674,16.827,16.801,13.72,16.435,19.945,23.946,18.374,21.882,21.947,37.645,44.334,38.533,23.596,30.242,28.282,3.067,7.487,5.891,8.658,7.498,5.964,5.744,8.524,12.578,5.777,9.086,7.117,10.537,12.692,9.927,12.915,11.743,16.111,15.666
Group_325_clean_0,14.185,19.25,16.208,21.185,22.859,16.148,16.458,18.726,21.106,12.974,22.768,24.225,23.702,20.106,15.365,23.288,19.198,16.258,22.118,20.829,20.258,19.914,19.458,18.202,23.733,12.285,21.694,26.327,32.403,19.112,18.291,17.55,10.873,11.146,23.411,20.448,15.54,12.357,20.056,15.699,13.097,17.708,15.302,14.937,17.97,23.889,18.574,14.328,28.579
Group_1063_clean_0,15.051,4.532,2.815,6.333,10.657,7.395,4.062,8.637,2.641,1.873,2.883,8.146,0.564,0.862,0.0001,5.827,1.916,0.0001,7.02,0.0001,1.571,1.241,2.209,1.094,5.614,15.935,22.206,6.112,6.245,7.24,43.583,49.031,48.382,67.198,55.466,38.925,52.325,52.183,1.041,8.041,3.65,9.329,1.571,0.387,0.474,2.062,1.734,10.943,1.17
Group_693_clean_0,24.096,19.905,16.438,24.035,22.001,18.744,27.131,22.647,17.947,18.772,24.475,22.81,23.271,20.752,20.579,27.541,24.744,21.286,25.267,21.987,23.448,20.224,21.98,21.326,60.847,32.039,27.602,44.452,28.863,42.943,18.483,20.707,14.814,21.301,18.502,17.173,10.738,17.596,21.511,20.374,18.804,19.58,18.811,18.506,19.713,23.298,17.037,15.577,23.141
Group_1559_clean_0,118.724,134.453,121.085,139.49,159.586,159.68,135.195,138.693,143.762,136.509,129.355,148.174,88.273,80.276,95.399,129.096,74.617,70.821,107.532,84.667,77.412,84.433,76.024,75.174,226.73,209.376,179.273,214.817,215.89,210.913,0.0001,3.889,0.0001,0.0001,1.882,0.0001,0.0001,2.415,102.507,131.947,141.212,141.612,161.621,134.991,130.107,129.144,119.227,137.194,196.237
Group_637_clean_0,26.007,15.472,16.171,1.66,26.169,14.13,38.179,2.48,1.046,15.412,54.581,63.602,5.818,11.944,5.427,10.642,4.67,5.324,8.95,8.281,8.151,6.121,13.624,7.096,1.562,68.386,105.171,29.328,41.666,80.613,44.461,51.266,0.602,2.459,91.007,50.902,1.955,38.976,2.002,1.195,0.291,0.25,1.362,30.018,3.06,35.613,42.05,4.965,1.13
Group_637_clean_1,33.011,5.95,19.265,2.84,29.237,2.223,25.533,1.399,0.63,21.908,43.867,73.207,7.521,6.447,3.391,8.986,8.251,8.544,9.802,3.973,5.795,7.972,4.662,5.302,1.705,34.522,25.249,19.655,14.212,23.382,13.59,14.593,0.521,1.458,64.548,21.297,2.35,8.241,6.177,6.109,29.344,33.313,4.661,21.051,6.849,34.762,22.031,8.691,1.775
Group_1821_clean_0,82.331,82.393,95.73,96.285,114.303,76.854,79.45,91.819,80.748,104.96,87.85,83.281,184.457,147.265,157.712,120.938,123.143,136.921,130.927,181.038,143.522,147.774,134.33,153.018,265.814,245.742,291.554,268.691,184.969,154.799,163.054,145.621,220.044,169.632,154.37,98.166,186.525,174.927,99.562,128.082,111.648,104.385,80.46,141.618,94.527,89.877,89.467,92.705,91.718
Group_657_clean_0,30.708,34.704,37.899,31.078,37.593,32.79,33.971,38.767,32.533,34.452,27.155,28.188,31.131,25.259,28.086,36.854,31.291,27.281,35.643,28.165,27.289,27.534,27.99,28.412,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,36.874,37.054,32.701,30.854,29.565,35.074,30.898,31.126,25.407,23.709,31.089,27.107,25.483,26.284,32.586,43.061,38.779,21.844,34.682
Group_1970_clean_0,17.034,14.817,15.31,15.707,17.954,15.637,16.166,14.36,17.429,12.625,14.098,15.363,13.123,14.119,16.74,11.327,16.175,19.676,10.851,13.92,14.396,14.569,13.76,15.581,59.826,47.136,47.317,45.202,49.278,48.397,16.394,14.192,18.397,21.243,13.782,16.789,16.432,22.386,15.433,16.478,20.167,14.094,13.752,19.251,13.84,14.567,14.302,12.748,12.317
Group_227_clean_0,8.689,7.835,11.962,4.174,5.853,9.377,8.856,5.182,2.153,6.451,15.13,5.899,13.903,7.064,11.047,12.901,11.958,12.475,13.485,11.187,9.425,7.796,10.389,11.274,4.379,4.168,0.295,2.161,0.136,4.422,20.45,28.745,15.12,18.337,12.926,11.452,8.834,10.91,2.379,10.847,6.438,6.767,6.902,3.841,4.509,5.747,4.933,5.466,6.032
